age,gender,city,interest_category,media_spend,impressions,click_through_rate,view_time,ad_creativity_score,brand_familiarity,purchase_intent,ad_performance
57,Other,Kolkata,Finance,330348,924976,2.8838479821897463,6.821339150268567,7.343964795554211,9.554671350281895,6.297566952145387,Medium
55,Female,Mumbai,Automobile,549051,1012790,3.99760906654341,1.9657432188542514,2.535721991532017,4.482178253162461,2.536135713620099,Low
41,Female,Chennai,Technology,512330,1023115,3.937388755512753,3.704550873373062,2.8778010207195504,1.521492519192197,0.9606263994761685,Low
30,Female,Kolkata,Food,428652,808663,3.0815985326866806,3.8789856136496814,2.999094922859757,4.307046466499172,2.3024300909399558,Low
20,Female,Hyderabad,Finance,645180,943188,2.0843553898059857,2.317651113518399,6.718188789964373,8.594284357008853,3.8188368941469553,Low
31,Male,Pune,Fashion,469178,895177,0.7993379138066672,2.890253457427532,8.695785811532257,4.756871565830847,6.2032057311494775,Medium
23,Male,Delhi,Fashion,504017,1037721,2.1078305772011916,2.4626230668323092,2.8780697041479417,4.322376008144124,1.8308112041588358,Low
26,Female,Kolkata,Finance,544635,1041140,3.962740368849145,5.300271516103296,6.2540377531212314,6.712957838648598,3.6464718531344866,Low
40,Male,Delhi,Automobile,439170,813898,2.7547355305611445,4.162803306649579,8.488161556870763,9.591161168921577,4.306063315433368,Low
47,Other,Kolkata,Fashion,545905,808042,2.9572762130999593,3.740896587609714,7.822734790532361,6.4632290361307,4.9955647314987015,Low
55,Male,Kolkata,Automobile,664342,1182470,3.7771574256775047,1.8505872049064762,2.3190546958806326,3.276541076091064,3.0875043024143505,Low
34,Female,Ahmedabad,Healthcare,511007,995268,0.9746171495245932,3.700471923919776,5.2361922577386,8.59686768326144,4.052229398593841,Medium
40,Female,Chennai,Entertainment,553542,948100,4.830905557309934,3.5508725295565586,4.03481759173873,5.876668677126632,2.22361620688755,Low
46,Male,Chennai,Travel,566525,1064766,3.104027620029261,3.053774742603415,2.3358700625711526,5.020852303888748,0.48417026280496533,Low
53,Female,Bengaluru,Technology,503899,1158934,3.4257089784845483,4.322732600461025,7.235393551626559,7.8750634495072624,4.276548262799183,Medium
18,Other,Hyderabad,Technology,409274,697315,0.28116697713133176,3.3391258149293064,9.731786445381033,2.2050116759745357,3.3539134814163347,Low
51,Other,Hyderabad,Automobile,594644,463877,4.6429909469533674,3.630210499762419,9.205829784334664,7.723331025333159,5.085879999044125,Medium
23,Male,Ahmedabad,Travel,510228,1063511,4.355007609753884,6.2357059114314195,5.8913617478545675,5.126246586693405,4.268096724589836,Low
43,Other,Kolkata,Healthcare,430773,726994,3.886254174685907,3.6744256215804976,7.832058364053613,1.7555130713925837,3.0272706905685403,Low
20,Other,Kolkata,Food,512293,759059,3.9869658103132073,4.151755103387472,5.132490113120338,3.3293361788777847,3.5403887270576537,Low
22,Female,Kolkata,Healthcare,707415,1155092,2.195327637139654,4.935439544995809,3.6682840483490824,7.040467770052412,2.6108280880167682,Medium
51,Male,Kolkata,Travel,548561,543838,1.9309580844874743,3.442203791092074,1.3940579684766141,4.213287589157753,1.5878434223200835,Low
49,Other,Kolkata,Finance,678630,990770,4.936556908941921,5.333472114358103,7.252983327812105,3.0322557610284195,4.892026274166007,Low
49,Female,Chennai,Technology,518337,841095,0.4511697202919812,4.078513663471485,4.472142174111772,6.5189572479483635,4.793059297606011,Medium
57,Male,Chennai,Fashion,563237,1277038,3.3511949881496204,2.572375415846561,6.337303702250868,1.4565196301660426,2.1642548570563083,Low
51,Other,Kolkata,Healthcare,455792,650416,4.33181493372755,4.658682848972623,9.514471708689085,3.9153018991600232,5.042708026340597,Medium
32,Male,Pune,Automobile,359954,1182111,0.9527979831776292,6.309320571286602,9.548593505821984,9.961089959949534,6.701399546940906,Medium
39,Male,Chennai,Fashion,452566,1060546,4.773742702001463,4.259505462580569,4.50613636085224,2.2911004712392176,0.8027792379928731,Low
29,Female,Chennai,Fashion,522295,986568,4.454457290035484,5.088713405691692,9.61556999554138,7.376821892315865,6.71184589043653,High
37,Female,Ahmedabad,Healthcare,361408,1312859,4.685866318150275,4.2121791666063775,4.70728298574383,6.216628176380826,5.007807219635314,Low
42,Other,Ahmedabad,Fashion,500340,1009337,1.7703079671239548,4.159695242579602,4.895088418547782,3.657212300625525,2.308637437244762,Low
27,Female,Ahmedabad,Entertainment,673256,994709,3.767090308126217,3.1315189929484486,5.215228302427111,9.719342291158922,4.680556038541255,Low
48,Female,Pune,Automobile,506245,1240315,1.294743950268729,3.6080728287261925,8.533960542121722,5.251156087284411,6.131923404629432,Medium
43,Male,Kolkata,Travel,486880,1065901,2.4599137658989525,5.477436091654408,6.437146720112332,9.108852626266792,4.259149468809515,Low
26,Other,Mumbai,Food,378339,1142212,3.6638985366737944,2.0345245011073696,5.399173157052469,1.4593168797360823,2.269935050177249,Low
27,Female,Ahmedabad,Entertainment,420344,1273837,1.673974856960225,3.3398498835907207,4.262653782174988,6.800916186956017,5.105294380164899,Medium
49,Male,Mumbai,Entertainment,695809,893451,1.2285663851527007,5.28669748793497,2.5963724796128878,8.133584112522739,1.6627900298137588,Low
36,Female,Ahmedabad,Healthcare,344502,1122277,2.04218727924899,4.063743546374769,9.59770618576209,9.348344553758103,6.797887536602805,Low
46,Other,Kolkata,Automobile,599060,1080540,3.24007147766205,4.269149730739947,4.194013928128808,7.972327277781117,3.6327721307544736,Low
50,Female,Hyderabad,Technology,539641,1383192,4.246496735924392,3.010708208436547,8.901140425569775,1.188499147211561,2.980824536166614,Low
32,Female,Chennai,Healthcare,501258,1238545,4.10200578204655,5.752788327010431,9.704957235684072,8.093693272523318,6.249593190081342,Low
28,Other,Hyderabad,Finance,416172,826651,4.9982181071147656,4.526047385380249,8.818158564865524,3.397537458035976,5.547386806555723,Medium
49,Other,Hyderabad,Healthcare,476809,1147986,2.8563581470064716,2.7759270761172363,9.403333381858664,2.318029116530486,3.2374918577301894,Low
19,Other,Kolkata,Technology,616478,1167674,2.379925341675275,4.734127942019897,6.362628051240551,5.319398014675288,4.8792671800779175,Low
59,Female,Mumbai,Entertainment,531425,1052301,1.3162016365407991,3.0365682027962633,4.900509572715867,7.684835555570645,3.8237783791196134,Low
41,Female,Delhi,Fashion,454418,1084663,1.8604448250200454,5.1934007424510416,2.381518643628235,3.363815259303861,-0.9445101852459319,Low
50,Female,Pune,Healthcare,513164,608181,4.019232187083905,3.453295244231844,8.262415139420487,4.279153685908813,4.806573512230183,Medium
23,Female,Bengaluru,Technology,481894,932913,0.2899495199047385,2.6225414215427856,9.196739653035618,1.312948502755804,2.802941528522495,Low
29,Male,Kolkata,Fashion,591803,894121,4.370295915852905,4.530876825463018,5.651896823499645,7.4080154080767375,4.018200510978098,Low
40,Female,Chennai,Food,553109,836779,1.396338725159936,3.3430762495819333,8.293453537759845,6.869475465686889,4.414585055252997,Low
56,Other,Kolkata,Automobile,432895,857770,0.5088439838467318,2.2194727741331315,6.004271472770254,1.1020047550508758,1.5082066956780884,Low
22,Other,Chennai,Food,607929,435708,0.3656423637169695,4.231792389571337,4.340418612706648,1.9960859770353223,4.025961550990845,Low
54,Female,Kolkata,Automobile,439952,832210,2.8434249702450747,3.755260343304882,1.7043308222500348,8.502134058349963,2.0162481564631554,Low
37,Male,Pune,Healthcare,427158,1116630,2.6748440420564257,4.642885939596556,9.314005414162418,9.677525541638076,5.9333351531276435,Low
35,Male,Pune,Food,553251,1107637,2.5561479748671743,3.2862680144327983,4.705163433171107,7.062877261051344,2.6168203719574494,Low
31,Male,Pune,Food,485653,767599,4.574597413324126,4.356436963020105,6.00124002024985,2.792212313680145,3.1114440018429046,Low
27,Other,Kolkata,Finance,641628,951720,1.9442874644920298,3.1544539156702522,5.48432228889297,6.9010185362983,3.0377508419880472,Low
39,Female,Kolkata,Fashion,537779,677192,2.149928974899607,2.885114683187508,4.323608293526626,7.636682731320295,2.8424475334701493,Low
53,Other,Kolkata,Fashion,503940,804784,1.841484693602309,5.472982012330654,8.012993991869955,3.865971943561723,3.832040723730096,Medium
39,Female,Kolkata,Automobile,502366,501268,0.5172490695325681,4.380035410057859,3.144106753776207,6.947042645520807,4.272161177811617,Low
18,Female,Ahmedabad,Technology,567045,1209631,2.569106989065766,4.124007136960349,5.721820220030562,6.51805978789284,4.250844456172071,Low
45,Other,Mumbai,Food,454771,807238,4.9764599806719625,5.172262739397351,8.408810765468512,7.042880585252586,4.791487085595844,Low
35,Male,Kolkata,Automobile,680578,1265113,1.8362406684137829,3.1753847290979147,9.161373558426899,2.747741942899975,2.307598031530838,Low
29,Female,Ahmedabad,Travel,629378,964418,1.8057158202123205,3.099283725880121,7.365553856154766,7.479545960082366,3.883227125504566,Low
35,Male,Pune,Food,486839,1269068,0.9678770881957797,3.847207313786638,5.697373112840205,6.515166376020432,3.2809996506625474,Medium
20,Female,Mumbai,Travel,402819,1212889,3.687398318367165,4.697422805967537,6.071513958841095,8.724743819925312,4.118447881634659,Low
42,Male,Ahmedabad,Healthcare,285385,495728,3.3120119014122222,3.1973596245115736,4.926905891294133,3.632170563201508,4.037508491099592,Low
50,Other,Mumbai,Food,423862,995972,3.263639916447104,5.080375513754275,3.844149221252653,6.4162189138424335,3.1341623592137906,Low
40,Male,Ahmedabad,Fashion,403795,692187,1.092716276765504,2.8849550830560347,3.5456852304998727,4.1337434558871164,2.4790144447935862,Low
39,Male,Chennai,Technology,354561,1017866,2.738993905424985,5.02971038086727,6.9913076578896565,2.308611170206202,0.5729901648722513,Low
58,Male,Delhi,Food,456490,877915,1.4491500685895151,3.8731163276835936,6.359470398673446,6.706926591587586,1.60685740868202,Low
37,Female,Kolkata,Automobile,551936,1323283,3.6297860858621065,3.0263529772009603,3.140793097780787,2.8032297962628205,2.726171982957968,Low
26,Male,Hyderabad,Travel,351835,875332,0.9143624443232008,4.000169300434046,4.208272761756211,9.060924769891928,3.686940513218284,Low
44,Female,Hyderabad,Technology,658250,1162145,2.9216897960861954,3.437532418267211,9.94757555055408,7.130377060968417,4.980031058363855,Low
59,Male,Delhi,Automobile,633528,1055226,1.7823767633327652,2.4182563811455724,4.693646525515745,7.426510285060827,4.983479748266458,Low
22,Other,Kolkata,Finance,315533,962867,2.171696580602244,4.87685252158191,8.604508538244769,9.583268456078091,6.736235111840454,Low
46,Other,Pune,Automobile,469656,1101736,3.2711805647867225,8.154060603257303,5.342527104934016,6.251757613078933,5.5607067812032565,Medium
49,Other,Delhi,Technology,551311,997176,2.500148665614996,5.015673923443816,5.759648086652941,5.894033079267932,4.185075563281088,Low
49,Male,Pune,Technology,640022,908306,1.3358335325503223,2.1838532643288406,3.8284893206034787,3.5928094521210734,3.769872939534313,Low
41,Female,Chennai,Finance,467355,1040097,3.0723953374992394,1.9434818742386386,5.570033559847166,9.77343849156156,5.967378388415782,Medium
59,Other,Hyderabad,Technology,552506,1248039,4.837685840380446,4.020461265802581,8.475283457879122,3.6546383473407755,5.51936107946229,Medium
57,Other,Kolkata,Food,488887,818484,3.5796308704064064,4.101580577389013,6.980559366001085,2.0458621273733995,1.7945598200924093,Low
38,Female,Chennai,Healthcare,530169,1139405,2.5356272982111183,6.167546548455334,3.765556037609141,2.6480241060757077,-0.1276873255508173,Low
29,Other,Ahmedabad,Healthcare,648842,811626,1.4504523656027288,3.8540060497493243,8.819153435806639,3.2864657344853847,4.731940807896531,Medium
31,Other,Kolkata,Food,569379,1161699,4.695342075592345,3.8002086447164003,3.304029363446859,5.006142348469883,2.820965480849006,Low
52,Female,Kolkata,Automobile,385575,1022611,1.100315883208114,4.425835457478524,3.1408141894460613,2.1610897445874793,2.1894920518845686,Low
21,Other,Chennai,Travel,527585,814286,4.089286987616716,3.895966699766759,6.864029531662946,4.430528029511583,4.745543428693395,Medium
38,Male,Delhi,Technology,563289,918982,0.2742305096925122,4.551636908245367,2.2326269814679005,3.8848562030680047,2.8966052481016438,Low
35,Male,Pune,Food,638698,999052,1.1477884984780953,6.367230180058691,3.5675323158198147,8.88742292463752,3.4100391619887818,Low
33,Female,Bengaluru,Food,483363,1286231,4.085031712158603,5.175503630586489,1.2435347062396898,1.0385010254464042,1.4975654931175626,Low
25,Other,Hyderabad,Healthcare,538073,702793,3.2451838794238017,3.7942249752913115,7.21799033982155,4.858937137178793,3.9847857269686484,Low
56,Female,Mumbai,Fashion,536130,1157565,4.931395475509996,1.5344347141408443,4.543301251330385,1.6604042871768483,2.6347166094837484,Low
39,Female,Bengaluru,Fashion,794472,1035235,1.953907683292858,4.22090314451912,1.182672525729826,4.8200242251007435,1.9379960309920146,Low
35,Female,Bengaluru,Healthcare,450865,793185,0.41323714625315877,3.0180584608328322,2.077291065296657,6.020992935679233,3.374021489202252,Low
22,Male,Delhi,Finance,528391,1567602,0.8566640185567169,2.8149526809826027,7.808507944342567,9.284701596951146,7.656527986787625,Medium
57,Female,Delhi,Travel,522120,756356,3.679428828606653,3.593353274290277,2.2529321518290155,3.536034714067069,2.247902350242588,Low
59,Female,Ahmedabad,Fashion,502911,895989,3.1887193881278333,5.147267804857952,1.296938632909629,7.584124699649681,2.6236017461431866,Low
41,Other,Pune,Technology,402181,1097000,3.288070779409935,5.586887738155986,7.679325587373143,4.490249208661536,4.318431774783213,Low
48,Female,Bengaluru,Entertainment,594208,1288965,2.738564520341914,4.640692101126868,7.774578013775765,5.390408098851328,1.8611838026994971,Low
27,Female,Delhi,Fashion,470137,873288,4.283933368315702,3.839948767430189,9.64047027909323,6.489311159138447,6.944936992645324,Medium
27,Other,Ahmedabad,Entertainment,621804,1062389,1.7055782648934863,3.272889248524585,7.717809219584699,3.989568938536463,4.116552338012801,Low
21,Other,Delhi,Travel,453762,750328,3.678491955500615,4.458217994547524,4.83446964725714,1.1215750939784082,2.337848774263069,Low
35,Other,Ahmedabad,Healthcare,521005,909200,2.348505723052026,4.139116907803701,4.17912024933256,8.429148031707248,4.077296649440381,Low
48,Female,Hyderabad,Travel,325422,524420,0.8330439894117814,4.758268252361306,8.833356551741414,5.534848682281777,4.7032494818620725,Low
25,Other,Hyderabad,Healthcare,793867,1091578,2.488991220405612,3.7457052484646125,2.583880339734678,4.79322713185061,3.052528474810092,Low
29,Male,Hyderabad,Fashion,287792,887678,4.242060240744913,3.626604670222598,4.865028818779146,8.427637836004596,4.2520526208456975,Medium
55,Male,Chennai,Technology,399220,667495,4.426767806986997,3.16076022960745,6.167354155089993,7.595399521388522,3.0700375927897388,Medium
45,Male,Hyderabad,Healthcare,321829,810506,0.7843558941159565,5.257986855800465,3.1945089466177388,9.558244888944824,3.495320809872263,Low
46,Female,Bengaluru,Automobile,607124,1011908,0.921453059976383,3.1921825733468525,4.492311011050191,1.3197339543113777,1.0762855696729936,Low
48,Other,Bengaluru,Automobile,627066,886117,1.5792887322975533,4.249585581526257,2.8724826743647247,3.046223990694451,3.9427730471712774,Low
34,Other,Chennai,Finance,467385,1077136,3.982426309282283,5.169859123954643,8.920887738645394,5.157262493307849,5.132484522679931,Low
25,Other,Bengaluru,Healthcare,457964,986429,4.234540608595658,3.5332111631795557,2.082639574482593,6.113929995961275,1.7293984403538645,Low
31,Female,Hyderabad,Fashion,423454,950165,2.2811873420807474,4.6996456556837565,6.411881054819732,3.6309696947610326,2.595067990819987,Low
34,Male,Mumbai,Automobile,584592,980315,1.4293019359248993,4.978415210300654,8.830138277637733,8.958773869940146,6.635177908476489,Medium
26,Other,Chennai,Travel,542851,715063,3.682898137147761,3.1174566441767415,4.402616867913135,4.160792918188748,2.1017200327345402,Low
34,Other,Chennai,Automobile,496202,1158106,4.226902007049769,4.879769481369736,3.5802124057445726,6.286428743445938,1.9776716508221146,Low
26,Male,Ahmedabad,Technology,446521,1133245,4.088577161315092,1.3673799073755637,4.5705310619992865,6.936254953825891,2.0324514632860673,Low
57,Female,Ahmedabad,Technology,506548,1101063,1.3274387544839037,3.7432394592222646,7.3203897091344174,8.163807904579112,3.865431893003248,Low
58,Male,Ahmedabad,Automobile,603629,728934,3.9020101287743834,5.664876164378686,4.668348095159558,1.236532846181813,0.7771114119040614,Low
44,Female,Hyderabad,Healthcare,482276,1202538,3.7869572368608977,5.963530554272144,1.7549952803338023,8.246893508605458,2.6277943221221856,Low
46,Male,Chennai,Automobile,567468,831724,2.019541698465332,3.0334272901385324,7.382412873886213,6.715676396925141,4.989541638840578,Low
39,Other,Delhi,Entertainment,503413,1032767,4.73340591890905,1.6684212093930468,8.42301234168334,7.042594590729077,5.246192848845547,Medium
42,Other,Delhi,Travel,579753,796295,3.6645421205310984,5.06925420340024,4.285090263152963,9.643130322872874,5.362394377384484,Medium
18,Male,Kolkata,Healthcare,537282,940942,0.8242729830692448,4.329242843941128,5.594040756623338,1.9949096015949181,3.1533241325578714,Low
34,Female,Pune,Travel,550812,1201368,4.989045794447878,6.18070878365152,4.022933073172531,6.282501630144173,2.7660499823678117,Medium
48,Female,Delhi,Technology,489102,997771,3.0276936847750777,3.5968974963566875,4.6693760212744895,1.2709672249489907,1.9677533985389406,Low
20,Male,Chennai,Automobile,447658,1020738,0.9468369075911724,4.6853451357117395,9.032049585066577,9.120047116721844,6.560173155233093,Medium
44,Other,Ahmedabad,Technology,511669,922844,2.3540561992316005,3.251490324822112,4.409899652224668,8.808078082632933,7.343522181231304,Medium
22,Other,Delhi,Technology,562562,1145429,4.019690491890977,4.18559834542868,9.210084679249038,9.305555697650911,4.218331768054988,Low
43,Female,Delhi,Healthcare,466031,852244,1.0309823197644177,6.244029809052021,8.378192039289612,1.5430665875043825,3.608366836859501,Medium
22,Male,Mumbai,Finance,512169,1245084,1.2325030014300884,3.0679541151227827,5.873238438701342,2.9852034626879504,4.185409184521146,Low
24,Other,Pune,Automobile,741240,912619,3.1474941694084757,2.3760368297408725,3.435292735291791,7.634260154069754,4.15953582994303,Low
40,Other,Delhi,Technology,506420,1085243,2.3562973402175227,4.616077619435469,1.9887390154347773,5.825248019103459,2.9727281402232997,Low
30,Female,Chennai,Automobile,433428,1277534,1.5155150917236888,3.2552691338101365,1.8394579559432729,2.052642304321754,1.232774701988567,Low
57,Female,Kolkata,Finance,265118,989817,4.513023089028171,4.751457502677889,6.359671930701079,8.115804947221667,4.7712144720635195,Low
42,Male,Delhi,Finance,519340,1038558,4.169432885296615,2.3812829137368143,3.8576876145128765,6.736123421132208,3.5414655174113703,Low
28,Female,Kolkata,Travel,341618,1110519,2.185358804920117,3.292826479674111,3.1910321338131578,6.384970336061513,1.2917061336535056,Low
57,Female,Mumbai,Travel,501706,1058855,4.061064534331124,2.5684684986658635,1.2995386704076157,7.514244337843019,3.257198213282387,Low
48,Other,Pune,Entertainment,482099,1167968,2.8672908527410352,1.6432031662186817,4.579342791968252,8.363744377928965,5.419508208988942,Low
38,Female,Kolkata,Food,482251,808310,0.48576407451171677,4.008222593481949,1.096439486340835,1.0223035651271108,2.2407939436005124,Low
38,Other,Pune,Technology,527442,1056221,2.9301049380794253,3.80558639283561,2.041135914902248,6.482859326981165,0.7842421459995885,Low
28,Male,Hyderabad,Finance,449063,636362,1.4241116040447939,4.353312067357071,2.6133771121196983,6.529251119332244,3.742348209355145,Low
58,Female,Hyderabad,Food,399650,1058772,4.803130151602933,4.134123434199991,2.682391463536149,9.041270263970635,5.163975870025947,Medium
51,Female,Kolkata,Travel,458075,1190662,4.475041048023095,3.732404685548581,8.174157917413714,5.50729068145065,4.3504058035098305,Low
20,Male,Hyderabad,Entertainment,591824,1143566,3.792174145584053,4.743052130186442,9.150095972044031,3.8312141816153686,4.287058330338009,Low
37,Male,Delhi,Healthcare,423541,1162490,1.5681307845604067,4.154110781036523,3.123194350583563,3.7824698308420173,2.8356581771816245,Low
18,Male,Mumbai,Finance,572658,696146,1.0001079663952548,4.393709467982312,2.565281635771119,2.8040606970988997,1.50984316173194,Low
42,Male,Chennai,Food,590601,1323226,1.808608807049034,4.74942844657702,9.731219071612385,2.2704608217748357,4.151012171522441,Medium
28,Female,Chennai,Fashion,575384,1292744,3.0085334894475753,3.837171867239318,2.7487877336982196,2.9782863536735675,2.461370541113648,Medium
53,Other,Pune,Healthcare,548653,757914,3.6769751780089184,4.8355517203854435,8.53671842009036,1.2024203193208738,2.422361704781415,Low
22,Other,Hyderabad,Food,631900,539077,2.8116353665601124,4.8156536797469816,7.298158842689583,9.62909367504632,6.071801007015433,Medium
59,Other,Delhi,Automobile,524116,1061291,1.9506685973937241,4.7181298531952445,9.07575699246376,1.390457551871381,4.057899538518971,Low
19,Male,Pune,Food,674548,807564,4.683468520728961,5.2520884037994575,1.288774525611322,6.643969881503945,3.2357102401111715,Low
18,Male,Hyderabad,Food,446496,1132994,0.587575515197867,3.061610294503317,1.1343391513159937,5.875365056697522,2.6619188910258313,Low
34,Male,Mumbai,Food,602501,1256146,2.449792984249923,3.801449244150712,4.203006658134419,2.0610725130564407,0.67954584268368,Low
49,Male,Hyderabad,Travel,416692,1081920,2.775693956728166,1.4039919838595258,9.322470626954273,5.006092639209708,6.069001942923194,Low
54,Female,Delhi,Fashion,558382,1302251,2.194388617341324,5.977882949596513,1.0381195013987505,9.346345836843328,3.6223194487072212,Low
23,Female,Chennai,Automobile,500824,940238,1.883032090238738,3.8872659848397526,8.28247985479208,3.0203876594443204,3.420938544088053,Medium
51,Male,Ahmedabad,Fashion,517850,935920,2.733056132697146,3.6448882341769173,2.1641275303019034,4.697576487066966,2.053938097774033,Low
22,Male,Kolkata,Entertainment,529886,1015099,3.369301009034385,4.489447462807261,5.243672392601417,9.278046807333089,4.561579701075005,Low
50,Male,Hyderabad,Automobile,534247,697553,4.750192367916908,3.9981500174873794,3.88473448923801,4.108948975035215,2.2508725077586775,Low
56,Male,Chennai,Automobile,428625,972792,4.550920220659382,3.176788585579828,2.6789698808521494,3.0032100274321984,1.9997420326100828,Low
55,Other,Ahmedabad,Travel,687962,995083,2.73611351078724,3.132552052223021,4.970673139304006,1.7931676929437415,2.044881616975037,Low
31,Other,Kolkata,Automobile,526756,1002362,0.39331872567578774,2.258190275859068,3.313398927460977,1.6583695992071648,2.1659283355228824,Low
31,Female,Kolkata,Technology,463879,796760,2.406301271814273,5.075398917258873,6.4738483522500205,7.393899220117053,4.3383735889403345,Low
37,Other,Kolkata,Finance,440854,1042606,2.7316984999100753,4.590488875632422,7.909186925467867,5.549828546996655,2.8032698214588425,Low
41,Male,Bengaluru,Automobile,501586,815851,3.303895378582963,6.272046249182482,1.959734147249718,8.906296931522853,4.1347548722486875,Medium
42,Male,Hyderabad,Entertainment,675383,1179477,4.885060905214847,5.707961477311958,9.305747295009025,9.481167913215096,4.935090042004012,Low
53,Male,Ahmedabad,Fashion,659528,680246,3.2312779544531645,3.5666576310059597,8.785093644264848,2.005248348577697,5.151557129569195,Low
36,Other,Bengaluru,Travel,357678,1143796,1.376381421459281,1.0163122509929958,1.0074474749055413,2.572676230553677,0.5418731926968734,Low
29,Male,Ahmedabad,Technology,451000,1357353,1.357424437581138,4.762681381366589,1.8015295789422265,5.975962221745965,1.9540617788286503,Low
33,Other,Bengaluru,Healthcare,482110,1024952,1.522958247305245,4.078189111537187,6.495184974513992,3.8259694861017595,4.341097394219867,Medium
26,Other,Kolkata,Travel,413769,969395,2.7841358672818157,2.417349954431332,5.141122442979357,4.018439248029036,2.340625091014492,Low
53,Other,Chennai,Food,466137,802404,3.7161596848700014,4.856181189908982,1.4845281881269632,5.281617106389108,1.501555918985051,Low
50,Male,Hyderabad,Entertainment,578617,921581,3.1225746736262763,1.8532447947880262,4.31102052695838,9.311969943235196,3.7427515290131725,Low
22,Female,Ahmedabad,Finance,446665,1128547,3.5709069797456987,5.440949551567519,4.283809745256634,9.77769270765095,3.604991676301524,Medium
34,Male,Hyderabad,Entertainment,572091,557976,2.4293244926074684,4.263090805165714,2.04931196338,2.4346632259296115,2.0231608618195747,Low
35,Female,Kolkata,Technology,584533,897901,1.3473799805428728,4.031645640331928,9.373748501062277,2.5132843534037064,4.795388026984221,Low
46,Female,Bengaluru,Food,462790,1161728,1.11881440064761,5.548214997720664,6.8352805921411095,4.9195445993908855,3.5405922497335496,Low
47,Other,Kolkata,Entertainment,745739,1149869,3.0110629809150606,3.350396057421214,9.965320979553777,6.439365750230973,5.335014001195111,Medium
54,Other,Pune,Fashion,469277,937805,4.09937402099081,5.088005440626062,8.935188280438714,9.918530407947397,6.7868762238626275,Medium
18,Male,Pune,Automobile,355379,879544,2.2062424001835548,2.668303277880778,3.1021962453605854,8.034601678369686,4.115460123467462,Low
20,Male,Chennai,Finance,482760,1359771,4.706951765531182,3.2336196367576324,2.262107104695407,1.8796666890910894,1.5473034155938543,Low
28,Male,Pune,Automobile,550079,1040363,0.2644509065242332,3.727125659670281,1.447068328034582,9.663546627511066,5.644148515253351,Medium
53,Other,Hyderabad,Fashion,362818,906236,3.4955670856857743,4.584560883508559,3.5002525403119056,8.462866637449512,4.47766402789643,Low
52,Male,Bengaluru,Finance,442236,1028591,4.399088611178826,4.0886712914899785,4.535780901363035,7.618543417519166,3.634364237536482,Low
48,Female,Ahmedabad,Technology,390380,1113521,1.8099238725036277,3.986945976081109,5.874396579571975,1.0984109928994,2.654837476839911,Low
18,Male,Kolkata,Finance,510355,681611,1.3173867539841453,3.5463086437688425,3.888697992239259,8.02223323166638,4.645008486863806,Low
29,Male,Delhi,Finance,457230,1064015,2.859881554202072,4.46349710533124,7.488208865662136,7.563422673004517,7.085622784373635,Medium
53,Other,Hyderabad,Healthcare,463413,1168783,3.6814869507906223,4.394357715036626,5.550287347832696,7.4324680292472385,4.226503447832951,Medium
27,Other,Pune,Finance,595570,857223,0.3545907111511406,4.505692851663653,6.39563523836466,1.416691625263475,1.8889866598154788,Low
52,Male,Kolkata,Healthcare,290738,1510916,2.533370793013116,3.246057803515354,6.375634598553634,5.3260942230263195,3.579065345749641,Medium
38,Other,Pune,Automobile,614141,1047300,0.36112404364141515,4.821187734076439,4.571155396186597,9.23126717765806,5.655010015137878,Low
22,Other,Delhi,Finance,536449,1191304,3.353826223526244,4.273817287431337,5.099965787012612,3.0991242500265863,0.9959409108910511,Low
50,Male,Kolkata,Finance,579459,888211,1.330352270467972,4.548092426890802,7.44555001528404,4.142616022500457,2.413151241509514,Low
22,Female,Mumbai,Fashion,452512,1142476,3.2427590977911325,4.706845034338631,5.921411516657169,5.637224281860604,3.9560345653033515,Medium
35,Other,Delhi,Fashion,617896,875203,0.8763706027737981,4.969793672140765,6.82549072692222,8.413922947718767,4.383657786587663,Medium
47,Female,Bengaluru,Travel,345786,1553766,2.711471740450848,1.2395701124574847,4.1119386995014136,6.332609018730719,1.5559535566224156,Low
47,Other,Mumbai,Food,443779,1360717,2.1742391147290023,4.013437455380538,4.162105995547552,4.786478057951495,0.8847694874286409,Low
38,Male,Pune,Food,626642,999469,1.937356655332231,3.082811943310145,4.3389653030848905,1.6255707487630082,1.4954031863986352,Low
52,Other,Mumbai,Finance,432027,1395837,2.8722534551084102,7.514199589855856,3.4789172250711893,5.801853255878269,2.6244873642659075,Medium
37,Male,Ahmedabad,Fashion,498602,1329277,0.3529911025622102,6.374805962048341,4.6565031244526,6.116976473380355,3.728442114628947,Low
18,Female,Chennai,Travel,573966,1431585,2.9263422365140954,5.303974911293468,1.8092199529752075,2.950963920288502,0.20920885401378153,Low
56,Male,Delhi,Travel,396210,939002,4.63409916661008,4.805163633033936,5.1885536291579495,6.019094478104313,3.8777803991339033,Medium
43,Other,Hyderabad,Fashion,359557,1058499,4.7576294338167635,6.6777686293775265,9.238191152843633,4.3950074177999205,5.312512995242294,Low
24,Male,Bengaluru,Food,454920,952455,3.2410163377679657,3.5323820205959837,6.827286575922094,9.554305245257343,6.182968380857246,Medium
42,Female,Kolkata,Food,366074,999844,1.0194576550543175,4.003747399804966,2.553705043466527,4.062369710283196,0.3340466162387723,Low
